Sample,Year,Position,new_dgg,Group_size,Coverage,Heterozygosity,Alternative,Longitude,Latitude,Height,Habitat,Habitat_order,Transect_order,dist,Habitat_North_divided,Habitat_order_North_divided
2014D200,2014,D200,G20,69,5030,0.134719015,29.75365666,35.534072,32.92028697,243.261902,Valley,7,5,19.1779513,Valley,7
2014D201,2014,D201,G25,69,5191,0.057736721,26.36643572,35.53413603,32.92029301,243.257568,Valley,8,6,22.34009587,Valley,8
2014D202,2014,D202,G20,69,4997,0.057736721,30.19630485,35.53412103,32.92031497,243.230591,Valley,9,7,23.79604912,Valley,9
2014D208,2014,D208,G25,69,4637,0.038491147,33.83371824,35.53416101,32.92039996,243.218796,Valley,12,10,33.94540954,Valley,12
2014D212,2014,D212,G19,42,4876,0.635103926,33.25635104,35.534159,32.92046802,243.769745,Valley,13,11,40.88439535,Valley,13
2014D215,2014,D215,G67,5,5111,0.153964588,29.06081601,35.53422103,32.92051496,243.570129,Valley,14,12,47.9200516,Valley,14
2014D217,2014,D217,G19,42,5038,0.230946882,30.58121632,35.53425799,32.92057296,243.503815,Valley,16,14,55.22891501,Valley,16
2014D220,2014,D220,G101,6,4605,0.288683603,34.71901463,35.53424701,32.92067296,244.984161,Valley,18,16,65.13514676,Valley,18
2014D221,2014,D221,G25,69,4912,0.019245574,30.21555042,35.53426897,32.92070498,244.956635,Valley,19,17,69.1897456,Valley,19
2014D223,2014,D223,G20,69,5035,0.596612779,30.56197075,35.53426696,32.92073901,245.493805,Valley,20,18,72.68634985,Valley,20
2014D224,2014,D224,G97,11,4403,0.134719015,37.04772902,35.534288,32.92078502,245.486176,Valley,21,19,78.17048424,Valley,21
2014D225,2014,D225,G97,11,5165,0.192455735,27.21324095,35.53429797,32.92079802,245.590042,Valley,22,20,79.84649602,Valley,22
2014D227,2014,D227,G97,11,5121,0.577367206,28.21401078,35.534303,32.92083398,245.311157,Valley,24,22,83.77755529,Valley,24
2014D228,2014,D228,G25,69,4814,0.019245574,31.35103926,35.53430401,32.92085602,245.30719,Valley,25,23,86.12925571,Valley,25
2014D231,2014,D231,G25,69,5042,0.038491147,28.36797537,35.534245,32.92098602,245.365845,Valley,27,25,98.5682147,Valley,27
2014_Zavitan,2014,Zavitan,G35,13,3953,0.558121632,24.69207082,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016A10,2016,A10,G1,30,4647,0.153964588,34.27636644,35.53275302,32.91814104,268.042328,N_facing_slope,3,3,9.743091887,Upper_N_facing_slope,3
2016A11,2016,A11,G1,30,5033,0.096227868,29.17628945,35.53273399,32.91816199,268.065002,N_facing_slope,4,4,12.52272407,Upper_N_facing_slope,4
2016A12,2016,A12,G4,12,4934,0.962278676,31.92840647,35.53271396,32.91821899,266.433624,N_facing_slope,5,5,19.12449405,Upper_N_facing_slope,5
2016A13,2016,A13,G4,12,4701,1.077752117,35.08468052,35.53273198,32.91825796,265.523254,N_facing_slope,6,6,22.85752165,Upper_N_facing_slope,6
2016A14,2016,A14,G4,12,4881,1.116243264,32.81370285,35.53271396,32.918278,265.569275,N_facing_slope,7,7,25.41363709,Upper_N_facing_slope,7
2016A17,2016,A17,G3,58,5114,1.096997691,28.79137798,35.53270499,32.91835402,263.782684,N_facing_slope,8,8,33.84184968,Middle_N_facing_slope,1
2016A18,2016,A18,G3,58,5084,1.116243264,29.27251732,35.53268597,32.91838302,262.996338,N_facing_slope,9,9,37.38903713,Middle_N_facing_slope,2
2016A19,2016,A19,G3,58,5153,1.520400308,28.46420323,35.53269602,32.918436,260.843018,N_facing_slope,10,10,42.9519425,Middle_N_facing_slope,3
2016A20,2016,A20,G3,58,4164,1.212471132,41.80138568,35.53268999,32.918466,259.64389,N_facing_slope,11,11,46.33803537,Middle_N_facing_slope,4
2016A21,2016,A21,G10,6,5057,1.135488838,10.95073133,35.53267004,32.91850003,258.097534,N_facing_slope,12,12,50.41905323,Middle_N_facing_slope,5
2016A22,2016,A22,G3,58,5106,0.981524249,28.8491147,35.53269401,32.91852702,257.155792,N_facing_slope,13,13,52.96810293,Middle_N_facing_slope,6
2016A25,2016,A25,G8,10,5094,1.308698999,30.29253272,35.53264498,32.918666,254.142395,N_facing_slope,15,15,68.99574503,Middle_N_facing_slope,8
2016A31,2016,A31,G65,12,5094,0.615858353,29.94611239,35.53263903,32.918883,248.03595,N_facing_slope,18,18,92.91899245,Middle_N_facing_slope,11
2016A32,2016,A32,G65,12,4957,0.538876059,31.56274057,35.53260801,32.918912,249.35939,Narrow_valley,1,19,96.56048328,Narrow_valley,1
2016A35,2016,A35,G102,3,4731,0.307929176,34.52655889,35.53260902,32.91905802,247.484879,Narrow_valley,2,20,112.6029006,Narrow_valley,2
2016A39,2016,A39,G11,47,4449,0.153964588,37.47113164,35.53263098,32.91917201,247.65683,Narrow_valley,3,21,124.9255569,Narrow_valley,3
2016A41,2016,A41,G103,1,4308,0.442648191,40.06928406,35.532563,32.91930302,248.250107,Narrow_valley,4,22,140.2114468,Narrow_valley,4
2016A46,2016,A46,G13,80,4299,0.096227868,39.58814473,35.532563,32.91944199,250.390121,S_facing_slope,1,23,155.5322094,S_facing_slope,1
2016A47,2016,A47,G13,80,4836,0.134719015,31.96689761,35.53258496,32.91946102,251.364975,S_facing_slope,2,24,157.3791609,S_facing_slope,2
2016A48,2016,A48,G13,80,4511,0.019245574,36.23941493,35.53257499,32.91947996,251.441467,S_facing_slope,3,25,159.5835229,S_facing_slope,3
2016A49,2016,A49,G13,80,4572,0.173210162,35.85450346,35.53257599,32.91949698,251.399948,S_facing_slope,4,26,161.4532001,S_facing_slope,4
2016A51,2016,A51,G104,2,4204,0.134719015,41.32024634,35.53257901,32.91956697,252.559357,S_facing_slope,5,27,169.1595275,S_facing_slope,5
2016A52,2016,A52,G13,80,5149,0.057736721,27.63664357,35.53255202,32.91959798,254.900055,S_facing_slope,6,28,172.8855998,S_facing_slope,6
2016A54,2016,A54,G13,80,5114,0.076982294,28.09853734,35.53256099,32.919659,258.291748,S_facing_slope,7,29,179.5292409,S_facing_slope,7
2016A57,2016,A57,G100,2,4874,0.71208622,32.15935335,35.532548,32.91974299,259.146393,S_facing_slope,9,31,188.9565785,S_facing_slope,9
2016A59,2016,A59,G16,11,4753,0.808314088,17.32101617,35.53248899,32.919788,261.776764,S_facing_slope,10,32,194.6331964,S_facing_slope,10
2016A63,2016,A63,G52,7,5026,1.020015396,11.75904542,35.53246502,32.91999302,273.239288,S_facing_slope,11,33,217.5463136,S_facing_slope,11
2016A72,2016,A72,G75,5,4996,0.269438029,29.67667436,35.53235304,32.92035202,276.924683,Plateau,1,34,258.6095279,Plateau,1
2016A74,2016,A74,G11,47,5096,0.461893764,28.31023865,35.53235698,32.92043801,276.619934,Plateau,2,35,268.0154878,Plateau,2
2016A76,2016,A76,G11,47,4754,0.153964588,32.98691301,35.53239,32.92050297,275.794098,Plateau,3,36,274.7406323,Plateau,3
2016A77,2016,A77,G105,1,4226,0.962278676,40.6274057,35.53237902,32.92051798,276.078278,Plateau,4,37,276.5345644,Plateau,4
2016A8,2016,A8,G18,7,4962,0.769822941,31.33179369,35.53278202,32.91805697,269.774475,N_facing_slope,1,1,0,Upper_N_facing_slope,1
2016A81,2016,A81,G11,47,5176,0.134719015,27.09776751,35.53236804,32.92061202,278.216553,Plateau,5,38,287.0455399,Plateau,5
2016A82,2016,A82,G11,47,5066,0.519630485,28.82986913,35.53233602,32.92064404,278.223785,Plateau,6,39,290.9913213,Plateau,6
2016A9,2016,A9,G1,30,4798,0.115473441,32.50577367,35.53276199,32.91811103,269.161438,N_facing_slope,2,2,6.302295017,Upper_N_facing_slope,2
2016B101,2016,B101,G20,69,4670,0.038491147,34.66127791,35.53214097,32.92024598,281.308899,Plateau,13,7,42.04077058,Plateau,13
2016B103,2016,B103,G43,11,4854,0.71208622,15.08852964,35.53221004,32.92025797,275.900726,Plateau,15,9,47.85932571,Plateau,15
2016B106,2016,B106,G13,80,4971,0.057736721,30.27328714,35.53234398,32.920235,275.900726,Plateau,16,10,60.62118352,Plateau,16
2016B108,2016,B108,G13,80,5128,0.057736721,27.77136259,35.532375,32.92024104,275.937103,E_facing_slope,1,11,63.28978681,E_facing_slope,1
2016B112,2016,B112,G77,10,4655,0.461893764,34.89222479,35.532605,32.920235,270.564178,E_facing_slope,3,13,84.50766614,E_facing_slope,3
2016B113,2016,B113,G17,37,4760,0.250192456,33.19861432,35.532634,32.92019301,270.641907,E_facing_slope,4,14,88.07546755,E_facing_slope,4
2016B114,2016,B114,G17,37,4740,0.307929176,33.81447267,35.532663,32.92019896,269.6588745,E_facing_slope,5,15,90.58498773,E_facing_slope,5
2016B115,2016,B115,G43,11,4994,0.750577367,12.6443418,35.53271798,32.92019201,268.675842,E_facing_slope,6,16,95.77279261,E_facing_slope,6
2016B116,2016,B116,G23,4,4626,0.404157044,36.0469592,35.53275101,32.920176,267.304169,E_facing_slope,7,17,99.16099323,E_facing_slope,7
2016B117,2016,B117,G22,39,4138,0.38491147,42.62894534,35.53279401,32.920177,266.126526,E_facing_slope,8,18,103.0684816,E_facing_slope,8
2016B119,2016,B119,G22,39,4000,0.461893764,44.57274827,35.53286098,32.92016904,264.822601,E_facing_slope,9,19,109.3767725,E_facing_slope,9
2016B120,2016,B120,G63,5,4970,0.153964588,30.25404157,35.53291404,32.92015797,262.803284,E_facing_slope,10,20,114.481326,E_facing_slope,10
2016B121,2016,B121,G22,39,4732,0.461893764,34.16089299,35.53295201,32.92013903,262.479462,E_facing_slope,11,21,118.3889583,E_facing_slope,11
2016B122,2016,B122,G20,69,4452,0.057736721,37.97151655,35.53298101,32.92015596,262.122498,E_facing_slope,12,22,120.6607196,E_facing_slope,12
2016B124,2016,B124,G106,4,5164,0.32717475,28.25250192,35.53303398,32.92014297,259.856659,E_facing_slope,13,23,125.7973099,E_facing_slope,13
2016B128,2016,B128,G13,80,5001,0.038491147,29.69591994,35.53318896,32.92012403,257.400238,E_facing_slope,14,24,140.4135023,E_facing_slope,14
2016B130,2016,B130,G19,42,4666,0.173210162,35.89299461,35.53325602,32.92015102,256.764618,E_facing_slope,15,25,146.0493203,E_facing_slope,15
2016B131,2016,B131,G19,42,4986,0.173210162,31.19707467,35.53334001,32.92014599,255.572922,E_facing_slope,16,26,153.8856917,E_facing_slope,16
2016B132,2016,B132,G79,9,4171,0.269438029,41.5704388,35.53338904,32.92012897,254.017395,E_facing_slope,17,27,158.7137421,E_facing_slope,17
2016B133,2016,B133,G19,42,4671,0.250192456,35.43110085,35.53341603,32.92016703,253.85701,E_facing_slope,18,28,160.5653385,E_facing_slope,18
2016B134,2016,B134,G79,9,4226,0.134719015,40.76212471,35.53351896,32.920119,250.165558,E_facing_slope,19,29,170.8727487,E_facing_slope,19
2016B135,2016,B135,G19,42,5154,0.269438029,29.11855273,35.53360404,32.92014297,247.934708,E_facing_slope,20,30,178.3354013,E_facing_slope,20
2016B138,2016,B138,G25,69,4424,0.211701309,37.0669746,35.53373496,32.92011498,245.832642,Valley,1,31,190.8880499,Valley,1
2016B142,2016,B142,G65,12,5010,0.558121632,30.94688222,35.53396798,32.92008396,243.159332,Valley,2,32,212.9334932,Valley,2
2016B92,2016,B92,G43,11,4339,0.615858353,24.17244034,35.531714,32.92036501,284.026337,Plateau,7,1,0,Plateau,7
2016B94,2016,B94,G20,69,4567,0.192455735,36.39337952,35.53183503,32.92026903,285.296722,Plateau,8,2,15.55842003,Plateau,8
2016B95,2016,B95,G22,39,4276,0.423402617,40.49268668,35.53186102,32.92027398,281.82074,Plateau,9,3,17.07117212,Plateau,9
2016B96,2016,B96,G50,5,5148,0.923787529,28.54118553,35.53194702,32.92028898,281.281891,Plateau,10,4,23.36150678,Plateau,10
2016B97,2016,B97,G48,11,5110,1.963048499,29.5034642,35.53196898,32.92027599,280.743042,Plateau,11,5,25.80511078,Plateau,11
2016B99,2016,B99,G48,11,5135,0.211701309,28.63741339,35.53201298,32.92027297,281.490112,Plateau,12,6,29.75757098,Plateau,12
2016C151,2016,C151,G107,4,5105,1.212471132,11.64357198,35.52669601,32.92271102,327.199402,Karst,1,1,0,Karst,1
2016C156,2016,C156,G28,28,5167,0.192455735,27.71362587,35.52678603,32.92261999,327.437164,Karst,3,3,13.16974166,Karst,3
2016C157,2016,C157,G28,28,5075,0.346420323,28.926097,35.52680396,32.92259996,326.035675,Karst,4,4,15.95607903,Karst,4
2016C158,2016,C158,G28,28,4852,0.230946882,32.1208622,35.52682903,32.92256601,325.471466,Karst,5,5,20.37339413,Karst,5
2016C159,2016,C159,G30,40,4895,1.443418014,14.51116243,35.52684797,32.92252502,323.970856,Karst,6,6,25.10656657,Karst,6
2016C160,2016,C160,G30,40,4941,1.347190146,13.64511162,35.52680899,32.92247297,321.579132,Karst,7,7,28.52510166,Karst,7
2016C163,2016,C163,G30,40,4121,1.231716705,28.36797537,35.52675803,32.92234297,316.85202,Karst,8,8,41.37897512,Karst,8
2016C168,2016,C168,G30,40,4890,1.327944573,14.6073903,35.52687597,32.92225496,315.060242,Karst,9,9,53.48084622,Karst,9
2016C173,2016,C173,G30,40,4860,1.308698999,15.05003849,35.52691997,32.92219704,314.85849,Karst,10,10,60.92309637,Karst,10
2016D194,2016,D194,G87,5,5048,0.827559661,11.31639723,35.53400896,32.92012302,241.842361,Valley,4,2,0,Valley,4
2016D196,2016,D196,G20,69,4943,0.038491147,31.06235566,35.53407996,32.92017801,242.819763,Valley,5,3,9.027175953,Valley,5
2016D198,2016,D198,G45,4,4786,1.69361047,17.93687452,35.53406596,32.920206,242.244476,Valley,6,4,10.66290653,Valley,6
2016D200,2016,D200,G25,69,4876,0.250192456,31.15858353,35.534072,32.92028697,243.261902,Valley,7,5,19.1779513,Valley,7
2016D201,2016,D201,G20,69,4898,0.115473441,31.56274057,35.53413603,32.92029301,243.257568,Valley,8,6,22.34009587,Valley,8
2016D202,2016,D202,G20,69,4996,0.038491147,30.50423403,35.53412103,32.92031497,243.230591,Valley,9,7,23.79604912,Valley,9
2016D208,2016,D208,G25,69,5173,0.038491147,26.50115473,35.53416101,32.92039996,243.218796,Valley,12,10,33.94540954,Valley,12
2016D212,2016,D212,G108,3,5187,0.134719015,26.92455735,35.534159,32.92046802,243.769745,Valley,13,11,40.88439535,Valley,13
2016D215,2016,D215,G19,42,4717,0.230946882,35.06543495,35.53422103,32.92051496,243.570129,Valley,14,12,47.9200516,Valley,14
2016D217,2016,D217,G109,1,4983,0.288683603,30.33102386,35.53425799,32.92057296,243.503815,Valley,16,14,55.22891501,Valley,16
2016D219,2016,D219,G20,69,5067,0.115473441,29.56120092,35.534245,32.92064999,244.455765,Valley,17,15,62.67160228,Valley,17
2016D220,2016,D220,G101,6,5031,1.982294072,29.36874519,35.53424701,32.92067296,244.984161,Valley,18,16,65.13514676,Valley,18
2016D221,2016,D221,G25,69,4703,0.115473441,32.73672055,35.53426897,32.92070498,244.956635,Valley,19,17,69.1897456,Valley,19
2016D223,2016,D223,G97,11,5097,0.096227868,27.69438029,35.53426696,32.92073901,245.493805,Valley,20,18,72.68634985,Valley,20
2016D224,2016,D224,G97,11,5143,0.153964588,27.57890685,35.534288,32.92078502,245.486176,Valley,21,19,78.17048424,Valley,21
2016D225,2016,D225,G97,11,5161,0.096227868,27.11701309,35.53429797,32.92079802,245.590042,Valley,22,20,79.84649602,Valley,22
2016D227,2016,D227,G97,11,5101,0.307929176,28.2717475,35.534303,32.92083398,245.311157,Valley,24,22,83.77755529,Valley,24
2016D228,2016,D228,G25,69,4970,0.038491147,29.36874519,35.53430401,32.92085602,245.30719,Valley,25,23,86.12925571,Valley,25
2016D230,2016,D230,G25,69,5112,0.057736721,27.40569669,35.53425296,32.92094797,245.012283,Valley,26,24,94.62114973,Valley,26
2016_Zavitan,2016,Zavitan,G35,13,4904,0.404157044,6.351039261,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018A11,2018,A11,G1,30,4746,0.115473441,32.90993072,35.53273399,32.91816199,268.065002,N_facing_slope,4,4,12.52272407,Upper_N_facing_slope,4
2018A12,2018,A12,G2,4,5018,1.173979985,30.25404157,35.53271396,32.91821899,266.433624,N_facing_slope,5,5,19.12449405,Upper_N_facing_slope,5
2018A13,2018,A13,G1,30,4976,0.115473441,29.75365666,35.53273198,32.91825796,265.523254,N_facing_slope,6,6,22.85752165,Upper_N_facing_slope,6
2018A14,2018,A14,G4,12,4409,0.866050808,39.03002309,35.53271396,32.918278,265.569275,N_facing_slope,7,7,25.41363709,Upper_N_facing_slope,7
2018A17,2018,A17,G3,58,4896,1.096997691,31.98614319,35.53270499,32.91835402,263.782684,N_facing_slope,8,8,33.84184968,Middle_N_facing_slope,1
2018A18,2018,A18,G3,58,4562,1.000769823,36.83602771,35.53268597,32.91838302,262.996338,N_facing_slope,9,9,37.38903713,Middle_N_facing_slope,2
2018A21,2018,A21,G3,58,4969,1.116243264,30.69668976,35.53267004,32.91850003,258.097534,N_facing_slope,12,12,50.41905323,Middle_N_facing_slope,5
2018A22,2018,A22,G3,58,5005,1.000769823,30.50423403,35.53269401,32.91852702,257.155792,N_facing_slope,13,13,52.96810293,Middle_N_facing_slope,6
2018A25,2018,A25,G3,58,4976,1.077752117,30.8891455,35.53264498,32.918666,254.142395,N_facing_slope,15,15,68.99574503,Middle_N_facing_slope,8
2018A31,2018,A31,G65,12,5014,0.577367206,30.98537336,35.53263903,32.918883,248.03595,N_facing_slope,18,18,92.91899245,Middle_N_facing_slope,11
2018A32,2018,A32,G65,12,4675,0.500384911,36.10469592,35.53260801,32.918912,249.35939,Narrow_valley,1,19,96.56048328,Narrow_valley,1
2018A35,2018,A35,G102,3,4836,0.32717475,33.39107005,35.53260902,32.91905802,247.484879,Narrow_valley,2,20,112.6029006,Narrow_valley,2
2018A39,2018,A39,G42,4,4608,0.827559661,36.16243264,35.53263098,32.91917201,247.65683,Narrow_valley,3,21,124.9255569,Narrow_valley,3
2018A41,2018,A41,G13,80,5089,0.057736721,28.54118553,35.532563,32.91930302,248.250107,Narrow_valley,4,22,140.2114468,Narrow_valley,4
2018A46,2018,A46,G13,80,4282,0.057736721,39.54965358,35.532563,32.91944199,250.390121,S_facing_slope,1,23,155.5322094,S_facing_slope,1
2018A47,2018,A47,G13,80,5073,0.057736721,28.48344881,35.53258496,32.91946102,251.364975,S_facing_slope,2,24,157.3791609,S_facing_slope,2
2018A48,2018,A48,G13,80,5039,0.038491147,29.11855273,35.53257499,32.91947996,251.441467,S_facing_slope,3,25,159.5835229,S_facing_slope,3
2018A49,2018,A49,G13,80,5155,0.057736721,27.46343341,35.53257599,32.91949698,251.399948,S_facing_slope,4,26,161.4532001,S_facing_slope,4
2018A51,2018,A51,G104,2,5131,0.173210162,28.04080062,35.53257901,32.91956697,252.559357,S_facing_slope,5,27,169.1595275,S_facing_slope,5
2018A52,2018,A52,G13,80,5165,0.038491147,27.3287144,35.53255202,32.91959798,254.900055,S_facing_slope,6,28,172.8855998,S_facing_slope,6
2018A56,2018,A56,G13,80,5162,0.288683603,27.59815242,35.532563,32.91969999,258.071533,S_facing_slope,8,30,184.0416945,S_facing_slope,8
2018A57,2018,A57,G13,80,5060,0.115473441,28.57967667,35.532548,32.91974299,259.146393,S_facing_slope,9,31,188.9565785,S_facing_slope,9
2018A59,2018,A59,G16,11,5055,0.904541955,12.04772902,35.53248899,32.919788,261.776764,S_facing_slope,10,32,194.6331964,S_facing_slope,10
2018A72,2018,A72,G11,47,5015,0.230946882,29.36874519,35.53235304,32.92035202,276.924683,Plateau,1,34,258.6095279,Plateau,1
2018A74,2018,A74,G11,47,5080,0.153964588,28.29099307,35.53235698,32.92043801,276.619934,Plateau,2,35,268.0154878,Plateau,2
2018A76,2018,A76,G17,37,4947,0.269438029,30.94688222,35.53239,32.92050297,275.794098,Plateau,3,36,274.7406323,Plateau,3
2018A77,2018,A77,G11,47,5090,0.192455735,28.21401078,35.53237902,32.92051798,276.078278,Plateau,4,37,276.5345644,Plateau,4
2018A81,2018,A81,G11,47,4940,0.115473441,30.27328714,35.53236804,32.92061202,278.216553,Plateau,5,38,287.0455399,Plateau,5
2018A82,2018,A82,G50,5,5013,0.442648191,30.38876059,35.53233602,32.92064404,278.223785,Plateau,6,39,290.9913213,Plateau,6
2018A9,2018,A9,G1,30,4997,0.134719015,29.56120092,35.53276199,32.91811103,269.161438,N_facing_slope,2,2,6.302295017,Upper_N_facing_slope,2
2018B102,2018,B102,G20,69,5140,0.038491147,28.29099307,35.53215296,32.92024297,279.60907,Plateau,14,8,43.20968977,Plateau,14
2018B106,2018,B106,G77,10,4900,0.538876059,32.00538876,35.53234398,32.920235,275.900726,Plateau,16,10,60.62118352,Plateau,16
2018B112,2018,B112,G77,10,5073,0.481139338,29.27251732,35.532605,32.920235,270.564178,E_facing_slope,3,13,84.50766614,E_facing_slope,3
2018B113,2018,B113,G17,37,4889,0.250192456,31.67821401,35.532634,32.92019301,270.641907,E_facing_slope,4,14,88.07546755,E_facing_slope,4
2018B114,2018,B114,G17,37,5094,0.115473441,28.59892225,35.532663,32.92019896,269.6588745,E_facing_slope,5,15,90.58498773,E_facing_slope,5
2018B115,2018,B115,G17,37,4724,0.153964588,33.56428022,35.53271798,32.92019201,268.675842,E_facing_slope,6,16,95.77279261,E_facing_slope,6
2018B116,2018,B116,G110,2,4893,1.116243264,32.65973826,35.53275101,32.920176,267.304169,E_facing_slope,7,17,99.16099323,E_facing_slope,7
2018B117,2018,B117,G20,69,4859,0.115473441,32.44803695,35.53279401,32.920177,266.126526,E_facing_slope,8,18,103.0684816,E_facing_slope,8
2018B119,2018,B119,G22,39,4692,0.558121632,34.68052348,35.53286098,32.92016904,264.822601,E_facing_slope,9,19,109.3767725,E_facing_slope,9
2018B120,2018,B120,G63,5,4582,0.173210162,35.71978445,35.53291404,32.92015797,262.803284,E_facing_slope,10,20,114.481326,E_facing_slope,10
2018B121,2018,B121,G22,39,5007,0.481139338,30.60046189,35.53295201,32.92013903,262.479462,E_facing_slope,11,21,118.3889583,E_facing_slope,11
2018B122,2018,B122,G106,4,4319,0.365665897,39.85758276,35.53298101,32.92015596,262.122498,E_facing_slope,12,22,120.6607196,E_facing_slope,12
2018B124,2018,B124,G106,4,4592,0.153964588,36.10469592,35.53303398,32.92014297,259.856659,E_facing_slope,13,23,125.7973099,E_facing_slope,13
2018B128,2018,B128,G13,80,4994,0.134719015,29.63818322,35.53318896,32.92012403,257.400238,E_facing_slope,14,24,140.4135023,E_facing_slope,14
2018B130,2018,B130,G13,80,5016,0.173210162,29.46497306,35.53325602,32.92015102,256.764618,E_facing_slope,15,25,146.0493203,E_facing_slope,15
2018B131,2018,B131,G19,42,5125,0.288683603,29.13779831,35.53334001,32.92014599,255.572922,E_facing_slope,16,26,153.8856917,E_facing_slope,16
2018B132,2018,B132,G64,3,4901,0.038491147,31.58198614,35.53338904,32.92012897,254.017395,E_facing_slope,17,27,158.7137421,E_facing_slope,17
2018B133,2018,B133,G19,42,5164,0.230946882,28.8491147,35.53341603,32.92016703,253.85701,E_facing_slope,18,28,160.5653385,E_facing_slope,18
2018B134,2018,B134,G86,6,5106,0.153964588,27.69438029,35.53351896,32.920119,250.165558,E_facing_slope,19,29,170.8727487,E_facing_slope,19
2018B135,2018,B135,G86,6,4840,0.076982294,31.60123172,35.53360404,32.92014297,247.934708,E_facing_slope,20,30,178.3354013,E_facing_slope,20
2018B138,2018,B138,G25,69,4048,0.057736721,42.26327945,35.53373496,32.92011498,245.832642,Valley,1,31,190.8880499,Valley,1
2018B142,2018,B142,G111,2,5118,0.596612779,29.19553503,35.53396798,32.92008396,243.159332,Valley,2,32,212.9334932,Valley,2
2018B92,2018,B92,G43,11,4980,0.71208622,12.77906082,35.531714,32.92036501,284.026337,Plateau,7,1,0,Plateau,7
2018B94,2018,B94,G112,1,4999,0.153964588,29.98460354,35.53183503,32.92026903,285.296722,Plateau,8,2,15.55842003,Plateau,8
2018B95,2018,B95,G22,39,4850,0.404157044,32.60200154,35.53186102,32.92027398,281.82074,Plateau,9,3,17.07117212,Plateau,9
2018B99,2018,B99,G48,11,5131,0.32717475,28.59892225,35.53201298,32.92027297,281.490112,Plateau,12,6,29.75757098,Plateau,12
2018C151,2018,C151,G107,4,4948,1.154734411,14.47267129,35.52669601,32.92271102,327.199402,Karst,1,1,0,Karst,1
2018C158,2018,C158,G28,28,4668,0.346420323,35.06543495,35.52682903,32.92256601,325.471466,Karst,5,5,20.37339413,Karst,5
2018C168,2018,C168,G30,40,5097,1.270207852,10.7582756,35.52687597,32.92225496,315.060242,Karst,9,9,53.48084622,Karst,9
2018D194,2018,D194,G87,5,4832,0.692840647,14.83833718,35.53400896,32.92012302,241.842361,Valley,4,2,0,Valley,4
2018D198,2018,D198,G20,69,5011,0.057736721,29.8691301,35.53406596,32.920206,242.244476,Valley,6,4,10.66290653,Valley,6
2018D200,2018,D200,G25,69,5133,0.019245574,27.23248653,35.534072,32.92028697,243.261902,Valley,7,5,19.1779513,Valley,7
2018D208,2018,D208,G25,69,4969,0.038491147,29.65742879,35.53416101,32.92039996,243.218796,Valley,12,10,33.94540954,Valley,12
2018D212,2018,D212,G108,3,5054,0.230946882,28.90685142,35.534159,32.92046802,243.769745,Valley,13,11,40.88439535,Valley,13
2018D215,2018,D215,G19,42,5102,0.096227868,29.40723634,35.53422103,32.92051496,243.570129,Valley,14,12,47.9200516,Valley,14
2018D216,2018,D216,G19,42,4999,0.115473441,30.8891455,35.53427098,32.92058403,241.979675,Valley,15,13,56.8609169,Valley,15
2018D219,2018,D219,G20,69,5160,0.076982294,28.04080062,35.534245,32.92064999,244.455765,Valley,17,15,62.67160228,Valley,17
2018D220,2018,D220,G101,6,5084,0.365665897,28.04080062,35.53424701,32.92067296,244.984161,Valley,18,16,65.13514676,Valley,18
2018D221,2018,D221,G101,6,4850,0.230946882,31.31254811,35.53426897,32.92070498,244.956635,Valley,19,17,69.1897456,Valley,19
2018D224,2018,D224,G89,3,4985,1.69361047,31.92840647,35.534288,32.92078502,245.486176,Valley,21,19,78.17048424,Valley,21
2018D227,2018,D227,G97,11,5062,0.096227868,28.50269438,35.534303,32.92083398,245.311157,Valley,24,22,83.77755529,Valley,24
2018D228,2018,D228,G25,69,5192,0.096227868,26.308699,35.53430401,32.92085602,245.30719,Valley,25,23,86.12925571,Valley,25
2018_Zavitan,2018,Zavitan,G35,13,4672,0.481139338,10.85450346,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020A10,2020,A10,G1,30,5085,0.173210162,27.9830639,35.53275302,32.91814104,268.042328,N_facing_slope,3,3,9.743091887,Upper_N_facing_slope,3
2020A11,2020,A11,G1,30,4985,0.673595073,30.40800616,35.53273399,32.91816199,268.065002,N_facing_slope,4,4,12.52272407,Upper_N_facing_slope,4
2020A13,2020,A13,G1,30,5071,0.38491147,27.69438029,35.53273198,32.91825796,265.523254,N_facing_slope,6,6,22.85752165,Upper_N_facing_slope,6
2020A14,2020,A14,G4,12,5023,1.193225558,30.86989992,35.53271396,32.918278,265.569275,N_facing_slope,7,7,25.41363709,Upper_N_facing_slope,7
2020A17,2020,A17,G3,58,5088,1.173979985,28.926097,35.53270499,32.91835402,263.782684,N_facing_slope,8,8,33.84184968,Middle_N_facing_slope,1
2020A18,2020,A18,G3,58,5026,1.308698999,29.63818322,35.53268597,32.91838302,262.996338,N_facing_slope,9,9,37.38903713,Middle_N_facing_slope,2
2020A19,2020,A19,G3,58,4994,1.462663587,30.65819861,35.53269602,32.918436,260.843018,N_facing_slope,10,10,42.9519425,Middle_N_facing_slope,3
2020A20,2020,A20,G3,58,4981,1.847575058,30.54272517,35.53268999,32.918466,259.64389,N_facing_slope,11,11,46.33803537,Middle_N_facing_slope,4
